YS (MPa),UTS (MPa),K (Mpa),n,Lankford anisotropy coefficient (r),Category,Thickness,"Tool diameter (A, mm)","Step size (B, mm)",Spindle Speed (rpm),"Feed rate (D, mm/min)",Surface roughness (SR),Wall Angle (degree,r/h or l/h,Links,tool dia>5,tool dia>5 and n>0.11,,Category
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,8,0.2,,600,3.22,,1.6,https://pdf.sciencedirectassets.com/305927/1-s2.0-S2214785321X00776/1-s2.0-S2214785321027565/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEIH%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJIMEYCIQCUK49YvTbcxoz93Zi7Hl%2BxCgF5QeXPocixsg9HhoYBhwIhAJFqvXGnJRsQZNxb0L4YRFN7LuSv%2FB9JQi3FujT0XzIrKrIFCCkQBRoMMDU5MDAzNTQ2ODY1IgzSMnt5uKyNOBwn8r4qjwWh1Dlu9wmP60Mhb0c1kYdpU5NJrr4Ui4lofR1l7aOoTnX1Yb%2FrYXIz95gub9rLEd9ri2hG60L%2B%2FQcRiwVbjg7cKgrK5A73DUin2QnSW5Peo9VzXSAV2WTMAVeNh%2BuKFdX%2FbHfVgEtRUprlnjSnVH4tU2y13Js%2FjbdbogdSU8eVUnoCd29f3LaL72rj613iovOnc5Wuae12xhRagpPWu7%2BVqLY5%2BPPEmvMO93yIMDVjy0x5kJLIB1bR4pNZlRle%2BWtA45qzRxjzSfeTYCVI5aC4oZgBtFafyJ1RA%2F8KG7r9lowmBLu2ejLdu%2FcCczXDiTKH1CMOKrwKnl7FPinj6cNa9F3eef2L4hn7wb9DZ5K3nac4RDDFMvuxGq%2BUB2gc2b6%2FkoZEmgYVjm51i3ad1ou7KnONt9EDxIPvE%2FjHEQU55bnNjWaPbjHoXS5HyWsfuwpW6BkcU2iXybCttE%2Bhek6nqqUlKu5KBRLr2%2FYvQ8McOkjgQ5aFxcIztVzuidOsdfm5Y%2BN%2Bp41rPV3wmjFLDROPgba%2FJ9h5mTHEtX3W6q7CIoMc0thxZI97s%2BKW8rc5lo8IpoKlSF7BDyxU1d%2FwkvQk56CWwF9VCrcXwK641XNHPvzkzid3QCYhU8RdWqe81K0rK3IhWRHfA3oKw%2B1tar5tVeYk36gdkADUZJxzYKm%2B5jnTrvAcyMHVnchZZvzIeZxY99B1VwW4kuWC%2BG6Efhd9GX94aQSwAO4uFM%2FYCDElqelR3Ss%2BQwdpQzZu%2BOPAn1737c0ec%2B9QXm1VBMJFsu4jhS9VATq81nNIxYJR5eQCaMH%2BuchNZ0I2yUJch%2FPzIMuP4bt%2B9sEa35HpGb2rMj33FyOCwMnou3GFB0MjzQS%2FMLunyrMGOrABlQDNLN7NY5owtP60X82xp0hqP2zzXKEmCnm0Ta0Ldn9gYM%2BwZCqIyPtx7YKZTpMal1%2ByLUAW9LKxxgh0Zlsso%2Bo%2FWa9APtfsCQGGdx51RliYIN15MaB7JZOHlCRObKh2VXTpOKzAtWN%2FaGARE2K%2FKlqRWxSAXVN0usjAV5danx82xw6x9PWXh2kOX8229VVNwpZx7PvSzocqHJ%2BHAuz8trE9UWOpTfpJtPL58cBGST4%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240619T090811Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYSXBIKEUL%2F20240619%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=c5513547c2cd42bdb34e185e1675fcc1e43a2f4cd8396a39a157b73e323b12a0&hash=eced79368706e9b6d3a08412c3cf50fca3f0ee505e2eb01b6b7676086f7a1b42&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S2214785321027565&tid=spdf-2db33e70-bb32-4c5b-b402-f5d146e5d738&sid=9313ff2832801949cc694c524616a9f552d4gxrqb&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=0b085c5e51545a015d&rr=89625f844cbf33d2&cc=in,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,8,0.2,,600,3.02,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,8,0.2,,2200,4.1,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,8,0.2,,2200,4.18,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,8,0.6,,600,3.8,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,8,0.6,,600,3.78,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,8,0.6,,2200,4,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,8,0.6,,2200,4,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,12,0.2,,600,3.1,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,12,0.2,,600,3.1,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,12,0.2,,2200,3.35,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,12,0.2,,2200,3.35,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,12,0.6,,600,3.46,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,12,0.6,,600,3.45,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,12,0.6,,2200,3.73,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,12,0.6,,2200,3.73,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,8,0.2,,600,3.56,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,8,0.2,,600,3.56,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,8,0.2,,2200,3.83,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,8,0.2,,2200,3.83,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,8,0.6,,600,4.26,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,8,0.6,,600,4.26,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,8,0.6,,2200,4.56,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,8,0.6,,2200,4.56,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,12,0.2,,600,2.73,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,12,0.2,,600,2.73,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,12,0.2,,2200,2.73,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,12,0.2,,2200,2.73,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,12,0.6,,600,3.43,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,12,0.6,,600,3.43,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,12,0.6,,2200,3.43,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,12,0.6,,2200,3.43,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1,10,0.4,,1400,3.2,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1,10,0.4,,1400,3.198,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1,10,0.4,,1400,3.208,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1,10,0.4,,1400,3.2,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1,10,0.4,,600,2.7,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1,10,0.4,,2200,3.52,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1,10,0.2,,1400,3.78,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1,10,0.6,,1400,4.3,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1,8,0.4,,1400,2.75,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1,12,0.4,,1400,2.25,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,0.8,10,0.4,,1400,3.95,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1.2,10,0.4,,1400,3.4,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1,10,0.4,,1400,3.2,,1.6,,,,,
145,228,600,0.2,0.8,truncated cone with constant angle,1,10,0.4,,1400,3.2,,1.6,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.561,10,0.4,120,400,2.551,79.704,,https://koreascience.kr/article/JAKO202110265882892.pdf,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.536,8,0.2,120,400,2.137,80.969,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.559,8,0.6,60,600,2.141,"79,974",,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.569,10,0.6,120,600,3.122,79.541,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.561,8,0.6,120,400,2.426,"79,974",,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.567,10,0.6,60,600,2.97,79.541,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.542,6,0.4,120,400,2.192,81.169,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.548,6,0.4,120,800,2.769,81.169,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.558,6,0.6,120,600,2.201,80.769,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.551,6,0.4,60,600,2.329,81.169,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.558,8,0.4,60,400,2.471,80.704,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.557,10,0.2,120,600,2.285,79.974,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.541,8,0.2,60,600,2.083,81.169,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.565,8,0.6,180,600,2.232,79.974,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.535,6,0.2,120,600,2.288,81.624,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.548,8,0.4,120,600,2.197,80.704,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.538,8,0.2,120,800,2.077,81.169,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.545,8,0.4,180,400,2.143,80.704,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.547,8,0.4,180,800,2.289,80.704,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.56,6,0.6,180,800,2.484,80.769,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.552,8,0.4,60,800,2.27,80.704,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.54,8,0.2,180,600,2.16,81.169,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.563,10,0.4,180,400,2.444,79.704,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.558,8,0.6,120,800,2.55,79.974,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.55,10,0.2,120,800,2.425,"79,974",,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.549,6,0.4,180,600,2.246,81.169,,,,,,
34,90,150,0.22,0.63,truncated cone with variable angle,0.56,10,0.4,120,800,2.264,79.704,,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,2,8,0.6,800,0,0.76,60,3.33,"Effect of the Single-Point Incremental Forming Process Parameters on the Surface Roughness of Aluminum Alloy Al 2024-O Draw Pieces Halal Ali Habeeb1*, Muhsin J. Jweeg2 , Ali Abbar Khleif1",,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1,8,0.4,800,0,0.98,40,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,2,8,0.2,800,0,0.74,40,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1.5,8,0.4,800,0,0.96,40,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1.5,8,0.2,800,0,0.58,60,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,2,8,0.4,800,0,0.65,60,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1,8,0.2,800,0,0.73,40,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1,8,0.6,800,0,0.75,60,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1.5,8,0.4,800,0,0.67,60,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1.5,8,0.4,800,0,0.83,50,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1,8,0.6,800,0,1.46,40,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1.5,8,0.6,800,0,1.44,40,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1,8,0.2,800,0,0.61,60,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1,8,0.4,800,0,0.66,60,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1.5,8,0.6,800,0,1.3,50,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1,8,0.4,800,0,0.82,50,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,2,8,0.2,800,0,0.55,60,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1.5,8,0.6,800,0,0.75,60,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,2,8,0.4,800,0,0.82,50,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,2,8,0.4,800,0,0.97,40,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,2,8,0.6,800,0,1.32,50,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1,8,0.6,800,0,1.31,50,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1,8,0.2,800,0,0.69,50,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,2,8,0.2,800,0,0.68,50,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,2,8,0.6,800,0,1.42,40,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1.5,8,0.2,800,0,0.73,40,3.33,,,,,
324,469,610,0.13,0.75,Square frustum with constant angle,1.5,8,0.2,800,0,0.67,50,3.33,,,,,
28,170,705,0.28,0.63,Square frustum with variable angle,1,10,0.25,300,500,2.6,78.69,5,https://www.researchgate.net/publication/330187110_Optimization_of_processing_parameters_and_surface_roughness_of_metallic_sheets_plastically_deformed_by_incremental_forming_process,,,,
28,170,705,0.28,0.63,Square frustum with variable angle,1,10,0.5,600,1000,2.8,78.69,5,,,,,
28,170,705,0.28,0.63,Square frustum with variable angle,1,10,0.75,900,1500,2.2,78.69,5,,,,,
173,311,619,0.24,1.8,Square frustum with variable angle,1,10,0.5,300,500,7.2,78.69,5,,,,,
173,311,619,0.24,1.8,Square frustum with variable angle,1,10,0.75,600,1000,3.4,78.69,5,,,,,
173,311,619,0.24,1.8,Square frustum with variable angle,1,10,0.25,900,1500,5,78.69,5,,,,,
33.3,220,515,0.41,0.45,Square frustum with variable angle,1,10,0.25,600,300,1.1,78.69,5,,,,,
33.3,220,515,0.41,0.45,Square frustum with variable angle,1,10,0.5,900,1000,1.28,78.69,5,,,,,
33.3,220,515,0.41,0.45,Square frustum with variable angle,1,10,0.75,300,1500,1.6,78.69,5,,,,,
28,170,705,0.28,0.63,Square frustum with variable angle,1,10,0.75,900,500,1.25,78.69,5,,,,,
28,170,705,0.28,0.63,Square frustum with variable angle,1,10,0.25,300,1000,1.76,78.69,5,,,,,
28,170,705,0.28,0.63,Square frustum with variable angle,1,10,0.5,600,1500,1.32,78.69,5,,,,,
173,311,619,0.24,1.8,Square frustum with variable angle,1,10,0.75,600,500,1.95,78.69,5,,,,,
173,311,619,0.24,1.8,Square frustum with variable angle,1,10,0.25,900,1000,1.77,78.69,5,,,,,
173,311,619,0.24,1.8,Square frustum with variable angle,1,10,0.5,300,1500,3.76,78.69,5,,,,,
33.3,220,515,0.41,0.45,Square frustum with variable angle,1,10,0.5,900,500,3.99,78.69,5,,,,,
33.3,220,515,0.41,0.45,Square frustum with variable angle,1,10,0.75,300,1000,1.6,78.69,5,,,,,
33.3,220,515,0.41,0.45,Square frustum with variable angle,1,10,0.25,600,1500,3.51,78.69,5,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.726,12,0.25,500,1500,4.38,,1,https://pdf.sciencedirectassets.com/278653/1-s2.0-S1877705814X00354/1-s2.0-S1877705814035127/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEIH%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJGMEQCICgUTclv1VkXGNFalJ0ht0VJ%2BlAEr55BYVGoP0hP2Qn7AiB90r3DlFN2n0RvWKh%2FfHOaIamZa4rGZblPCZ9juOVheSqzBQgqEAUaDDA1OTAwMzU0Njg2NSIM3lyeEY0tBf%2B1MN4nKpAFEtGcmIuQaiJi%2F3d7O71pN13nxT0cr9x%2BNgSZayfLOBpcO3neDISngYpOR%2BV5O2O18s%2FDkgR0jEzh849LxLIwHdZJLXVV6oIejkS5Q0sO5V1tAjiXFs%2BY4AX1GOiB8m5QM1wT66oYwKZ0sRsgvevrV7wFSofgmBTapBr9cBjFu6ChsM%2B6zJr0vvBY8%2BNK%2Bms2ohszUja93PmcVUGZMNPxT6izSpXnCsbak%2FQz1aS9zo7eB2vnMBWCOww2CtPXtnPyz5l9Ze9QgJ2EWiu1hCeurXKS%2FUc7%2F%2B9yzE5smjlHvt3Ly31dDS5VR%2BCgYmhrR70232%2BOGD4u2u0d8SxOMhESYCihUkqk6W263WznybFSR3GtE11P2wuPAPb93aLxYnu%2FS%2BL80FHT%2B44yvPM%2BaTBsnbhO%2FiMjlyzRWlwV%2BNrFI%2FI4rIBWJgfx9f83QRHFBLpkij7CjBzRWdF8uA2qf9k4zxP1ABU3kWvgdk6Po3ZSGrZ0tUHvsETxRD%2F6guJT%2BXcKtxrardpwS3YKc%2FFOBrnSczbZSRd4mujZFL%2BoCLLhxcfx4xAyzDjk5%2Ba7M3SPUkI0%2FLmSQ7hJJxDaE5VKNqT5xk0HVClC5PleR0Jr8zxg7GDDulI9Vd4hXgwxicV5kBKXlxx5NuGYWloKASgDV0mzQfgUlMFU%2BuLVrIWcv3%2Fa%2BUQ7uTe%2BRfLYa3Qz8%2Bzu4Mi1bwX3ZwN5J%2FqJRusVDFoO72CGfUPg02PbTx9opvpxFMb%2F09ng6FVHGREyObzmUMXdc2kFmHHhCqgovLe2FfNaf5yKjnBH0%2FMZV%2B5CKHsZvrG2HFJZ0WMjeKYD7dM%2FtCBM%2BcSBOk6n2AixitsWt2%2B3a5w9%2BqGwV9Hmd5FHx01zMEow3rzKswY6sgHzt4uVlpf9eLCE7doWCZioSywtSykeojzsnC26N3ah0Rx6iyreRSX9HM4p2%2BvU3JWDXHPi%2BvJZoWe8%2FsoeNKZCV9QkQvC9tePo85Lbl9Ep73gBe67kdDyA89aOfziP10gvaJCikDIrL%2BMY1ycao3ZzwmCAGTKe6gtENXLuOK4Y4yxNakzBilthyGrISl2cThEnQyHwTwzRCYoqzgn2msOSXlwh9wsQSZ%2FPZtC4YSpvYFGV&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240619T093828Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYTD4WQ75E%2F20240619%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=9cc313741a903abdbab6b7e6d0009734c007bfe852e01fd9b6973267a57e865c&hash=3132d2ed09374a3ea8f2159a9530d0dfb91e55df82b40068461b08b75d274f5c&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S1877705814035127&tid=spdf-2b0b7241-95d9-4bed-9d70-bb0e8d5f3f06&sid=9313ff2832801949cc694c524616a9f552d4gxrqb&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=0b085c5e5154570501&rr=89628bdb59fc338a&cc=in,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.671,12,0.25,500,2500,3.78,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.739,12,0.25,800,1500,3.47,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.697,12,0.25,800,2500,3.85,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.732,12,0.75,500,1500,3.37,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.691,12,0.75,500,2500,3.89,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.726,12,0.75,800,1500,3.29,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.701,12,0.75,800,2500,3.94,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.716,12,0.5,650,1500,5.06,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.648,12,0.5,650,2500,5.28,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.711,12,0.5,500,2000,3.54,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.738,12,0.5,500,2000,3.32,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.741,12,0.25,650,2000,2.41,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.745,12,0.25,650,2000,1.92,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.754,12,0.5,650,2000,2.81,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.754,12,0.5,650,2000,2.81,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.754,12,0.5,650,2000,2.81,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.754,12,0.5,650,2000,2.81,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.754,12,0.5,650,2000,2.81,,1,,,,,
243.4,272.5,441,0.16,0.73,truncated cone with constant angle,0.754,12,0.5,650,2000,2.81,,1,,,,,
